seed,mode,E_thresh,RV_thresh,n_accepted,n_rejected,retention_rate,fragile_rate,reliable_frac,recall,f1,fragile_rej,accepted_fragile
70,E+RV,3.0,0.15,143,357,0.286,0.0546875,0.8461538461538461,0.5127118644067796,0.6385224274406333,0.8813559322033898,7
70,E+RV,3.0,0.2,157,343,0.314,0.07246376811594203,0.8152866242038217,0.5423728813559322,0.6513994910941475,0.8305084745762712,10
70,E+RV,3.0,0.3,164,336,0.328,0.0851063829787234,0.7865853658536586,0.5466101694915254,0.645,0.7966101694915254,12
70,E+RV,3.0,0.5,170,330,0.34,0.09722222222222222,0.7647058823529411,0.5508474576271186,0.6403940886699507,0.7627118644067796,14
70,E+RV,4.0,0.01,17,483,0.034,0.0,0.8823529411764706,0.0635593220338983,0.11857707509881422,1.0,0
70,E+RV,4.0,0.05,51,449,0.102,0.0625,0.8823529411764706,0.1906779661016949,0.313588850174216,0.9491525423728814,3
70,E+RV,4.0,0.1,67,433,0.134,0.06451612903225806,0.8656716417910447,0.2457627118644068,0.3828382838283828,0.9322033898305084,4
70,E+RV,4.0,0.15,73,427,0.146,0.05970149253731343,0.863013698630137,0.2669491525423729,0.4077669902912622,0.9322033898305084,4
70,E+RV,4.0,0.2,80,420,0.16,0.0684931506849315,0.85,0.288135593220339,0.43037974683544306,0.9152542372881356,5
70,E+RV,4.0,0.3,84,416,0.168,0.09210526315789473,0.8214285714285714,0.2923728813559322,0.43124999999999997,0.8813559322033898,7
70,E+RV,4.0,0.5,87,413,0.174,0.11538461538461539,0.7931034482758621,0.2923728813559322,0.4272445820433437,0.847457627118644,9
70,E+RV,5.0,0.01,8,492,0.016,0.0,0.875,0.029661016949152543,0.05737704918032787,1.0,0
70,E+RV,5.0,0.05,21,479,0.042,0.05,0.9047619047619048,0.08050847457627118,0.14785992217898833,0.9830508474576272,1
70,E+RV,5.0,0.1,31,469,0.062,0.03333333333333333,0.9354838709677419,0.1228813559322034,0.21722846441947566,0.9830508474576272,1
70,E+RV,5.0,0.15,32,468,0.064,0.03225806451612903,0.9375,0.1271186440677966,0.22388059701492533,0.9830508474576272,1
70,E+RV,5.0,0.2,35,465,0.07,0.030303030303030304,0.9142857142857143,0.13559322033898305,0.23616236162361626,0.9830508474576272,1
70,E+RV,5.0,0.3,37,463,0.074,0.05714285714285714,0.8918918918918919,0.13983050847457626,0.24175824175824173,0.9661016949152542,2
70,E+RV,5.0,0.5,39,461,0.078,0.10810810810810811,0.8461538461538461,0.13983050847457626,0.23999999999999996,0.9322033898305084,4
71,none,0.0,0.0,500,0,1.0,0.1986970684039088,0.492,1.0,0.6595174262734584,0.0,61
71,E_only,1.0,0.0,423,77,0.846,0.19141914191419143,0.5791962174940898,0.9959349593495935,0.7324364723467862,0.049180327868852514,58
71,E_only,1.5,0.0,351,149,0.702,0.1597222222222222,0.6894586894586895,0.983739837398374,0.8107202680067002,0.24590163934426235,46
71,E_only,2.0,0.0,294,206,0.588,0.13636363636363635,0.7755102040816326,0.926829268292683,0.8444444444444446,0.4098360655737705,36
71,E_only,2.5,0.0,232,268,0.464,0.11214953271028037,0.8189655172413793,0.7723577235772358,0.7949790794979079,0.6065573770491803,24
71,E_only,3.0,0.0,175,325,0.35,0.08641975308641975,0.8457142857142858,0.6016260162601627,0.7030878859857482,0.7704918032786885,14
71,E_only,4.0,0.0,94,406,0.188,0.1,0.8617021276595744,0.32926829268292684,0.4764705882352941,0.8524590163934427,9
71,E_only,5.0,0.0,45,455,0.09,0.06818181818181818,0.9111111111111111,0.16666666666666666,0.281786941580756,0.9508196721311475,3
71,RV_only,0.0,0.01,79,421,0.158,0.03225806451612903,0.759493670886076,0.24390243902439024,0.3692307692307692,0.9672131147540983,2
71,RV_only,0.0,0.05,181,319,0.362,0.06293706293706294,0.7403314917127072,0.5447154471544715,0.6276346604215457,0.8524590163934427,9
71,RV_only,0.0,0.1,325,175,0.65,0.10775862068965517,0.6369230769230769,0.8414634146341463,0.7250437828371278,0.5901639344262295,25
71,RV_only,0.0,0.15,384,116,0.768,0.11742424242424243,0.6067708333333334,0.9471544715447154,0.7396825396825397,0.4918032786885246,31
71,RV_only,0.0,0.2,423,77,0.846,0.1387900355871886,0.5721040189125296,0.983739837398374,0.7234678624813154,0.360655737704918,39
71,RV_only,0.0,0.3,459,41,0.918,0.16040955631399317,0.5359477124183006,1.0,0.6978723404255319,0.2295081967213115,47
71,RV_only,0.0,0.5,486,14,0.972,0.17725752508361203,0.5061728395061729,1.0,0.6721311475409836,0.1311475409836066,53
71,E+RV,1.0,0.01,69,431,0.138,0.03278688524590164,0.855072463768116,0.23983739837398374,0.3746031746031746,0.9672131147540983,2
71,E+RV,1.0,0.05,169,331,0.338,0.06338028169014084,0.7869822485207101,0.540650406504065,0.6409638554216868,0.8524590163934427,9
71,E+RV,1.0,0.1,290,210,0.58,0.10822510822510822,0.7103448275862069,0.8373983739837398,0.7686567164179104,0.5901639344262295,25
71,E+RV,1.0,0.15,339,161,0.678,0.11787072243346007,0.6843657817109144,0.943089430894309,0.7931623931623931,0.4918032786885246,31
71,E+RV,1.0,0.2,369,131,0.738,0.1392857142857143,0.6531165311653117,0.9796747967479674,0.7837398373983739,0.360655737704918,39
71,E+RV,1.0,0.3,398,102,0.796,0.15807560137457044,0.6155778894472361,0.9959349593495935,0.7608695652173914,0.24590163934426235,46
71,E+RV,1.0,0.5,413,87,0.826,0.17229729729729729,0.5932203389830508,0.9959349593495935,0.7435508345978756,0.16393442622950816,51
71,E+RV,1.5,0.01,65,435,0.13,0.03278688524590164,0.9076923076923077,0.23983739837398374,0.37942122186495175,0.9672131147540983,2
71,E+RV,1.5,0.05,151,349,0.302,0.050724637681159424,0.8675496688741722,0.532520325203252,0.6599496221662468,0.8852459016393442,7
71,E+RV,1.5,0.1,249,251,0.498,0.09375,0.8152610441767069,0.8252032520325203,0.8202020202020203,0.6557377049180328,21
71,E+RV,1.5,0.15,288,212,0.576,0.0984251968503937,0.7951388888888888,0.9308943089430894,0.8576779026217228,0.5901639344262295,25
71,E+RV,1.5,0.2,312,188,0.624,0.11851851851851852,0.7628205128205128,0.967479674796748,0.8530465949820789,0.47540983606557374,32
71,E+RV,1.5,0.3,335,165,0.67,0.13261648745519714,0.7223880597014926,0.983739837398374,0.8330464716006886,0.39344262295081966,37
71,E+RV,1.5,0.5,346,154,0.692,0.14788732394366197,0.6994219653179191,0.983739837398374,0.8175675675675675,0.3114754098360656,42
71,E+RV,2.0,0.01,58,442,0.116,0.017241379310344827,0.9827586206896551,0.23170731707317074,0.375,0.9836065573770492,1
71,E+RV,2.0,0.05,139,361,0.278,0.044444444444444446,0.9280575539568345,0.524390243902439,0.6701298701298701,0.9016393442622951,6
71,E+RV,2.0,0.1,219,281,0.438,0.08530805687203792,0.8812785388127854,0.7845528455284553,0.8301075268817204,0.7049180327868853,18
71,E+RV,2.0,0.15,252,248,0.504,0.08438818565400844,0.8611111111111112,0.8821138211382114,0.8714859437751005,0.6721311475409837,20
71,E+RV,2.0,0.2,267,233,0.534,0.10040160642570281,0.8389513108614233,0.9105691056910569,0.8732943469785576,0.5901639344262295,25
71,E+RV,2.0,0.3,283,217,0.566,0.10588235294117647,0.8056537102473498,0.926829268292683,0.8620037807183366,0.5573770491803278,27
71,E+RV,2.0,0.5,290,210,0.58,0.12307692307692308,0.7862068965517242,0.926829268292683,0.8507462686567164,0.47540983606557374,32
71,E+RV,2.5,0.01,47,453,0.094,0.0,1.0,0.1910569105691057,0.32081911262798635,1.0,0
71,E+RV,2.5,0.05,116,384,0.232,0.035398230088495575,0.9396551724137931,0.44308943089430897,0.6022099447513812,0.9344262295081968,4
71,E+RV,2.5,0.1,179,321,0.358,0.07471264367816093,0.8994413407821229,0.6544715447154471,0.7576470588235295,0.7868852459016393,13
71,E+RV,2.5,0.15,205,295,0.41,0.07614213197969544,0.8878048780487805,0.7398373983739838,0.8070953436807096,0.7540983606557377,15
71,E+RV,2.5,0.2,213,287,0.426,0.08333333333333333,0.8779342723004695,0.7601626016260162,0.8148148148148148,0.7213114754098361,17
71,E+RV,2.5,0.3,225,275,0.45,0.09090909090909091,0.8444444444444444,0.7723577235772358,0.8067940552016984,0.6885245901639344,19
71,E+RV,2.5,0.5,230,270,0.46,0.10377358490566038,0.8260869565217391,0.7723577235772358,0.7983193277310925,0.639344262295082,22
71,E+RV,3.0,0.01,39,461,0.078,0.0,1.0,0.15853658536585366,0.2736842105263158,1.0,0
71,E+RV,3.0,0.05,97,403,0.194,0.031914893617021274,0.9381443298969072,0.3699186991869919,0.5306122448979592,0.9508196721311475,3
71,E+RV,3.0,0.1,141,359,0.282,0.058823529411764705,0.9078014184397163,0.5203252032520326,0.6614987080103358,0.8688524590163934,8
71,E+RV,3.0,0.15,159,341,0.318,0.05921052631578947,0.89937106918239,0.5813008130081301,0.7061728395061728,0.8524590163934427,9
71,E+RV,3.0,0.2,162,338,0.324,0.05844155844155844,0.8950617283950617,0.5894308943089431,0.7107843137254903,0.8524590163934427,9
71,E+RV,3.0,0.3,170,330,0.34,0.06329113924050633,0.8705882352941177,0.6016260162601627,0.7115384615384616,0.8360655737704918,10
71,E+RV,3.0,0.5,174,326,0.348,0.08074534161490683,0.8505747126436781,0.6016260162601627,0.7047619047619048,0.7868852459016393,13
71,E+RV,4.0,0.01,23,477,0.046,0.0,1.0,0.09349593495934959,0.17100371747211895,1.0,0
71,E+RV,4.0,0.05,50,450,0.1,0.04081632653061224,0.94,0.1910569105691057,0.31756756756756754,0.9672131147540983,2
71,E+RV,4.0,0.1,76,424,0.152,0.05405405405405406,0.9210526315789473,0.2845528455284553,0.4347826086956521,0.9344262295081968,4
71,E+RV,4.0,0.15,86,414,0.172,0.05952380952380952,0.9186046511627907,0.32113821138211385,0.47590361445783136,0.9180327868852459,5
71,E+RV,4.0,0.2,87,413,0.174,0.05952380952380952,0.9080459770114943,0.32113821138211385,0.4744744744744745,0.9180327868852459,5
71,E+RV,4.0,0.3,91,409,0.182,0.06896551724137931,0.8901098901098901,0.32926829268292684,0.4807121661721068,0.9016393442622951,6
71,E+RV,4.0,0.5,94,406,0.188,0.1,0.8617021276595744,0.32926829268292684,0.4764705882352941,0.8524590163934427,9
71,E+RV,5.0,0.01,11,489,0.022,0.0,1.0,0.044715447154471545,0.08560311284046693,1.0,0
71,E+RV,5.0,0.05,25,475,0.05,0.0,0.96,0.0975609756097561,0.17712177121771217,1.0,0
71,E+RV,5.0,0.1,36,464,0.072,0.0,0.9722222222222222,0.14227642276422764,0.24822695035460995,1.0,0
71,E+RV,5.0,0.15,43,457,0.086,0.023809523809523808,0.9534883720930233,0.16666666666666666,0.2837370242214533,0.9836065573770492,1
71,E+RV,5.0,0.2,43,457,0.086,0.023809523809523808,0.9534883720930233,0.16666666666666666,0.2837370242214533,0.9836065573770492,1
71,E+RV,5.0,0.3,43,457,0.086,0.023809523809523808,0.9534883720930233,0.16666666666666666,0.2837370242214533,0.9836065573770492,1
71,E+RV,5.0,0.5,45,455,0.09,0.06818181818181818,0.9111111111111111,0.16666666666666666,0.281786941580756,0.9508196721311475,3
72,none,0.0,0.0,500,0,1.0,0.19933554817275748,0.482,1.0,0.650472334682861,0.0,60
72,E_only,1.0,0.0,439,61,0.878,0.1864406779661017,0.5466970387243736,0.995850622406639,0.7058823529411766,0.08333333333333337,55
72,E_only,1.5,0.0,381,119,0.762,0.17314487632508835,0.6141732283464567,0.970954356846473,0.752411575562701,0.18333333333333335,49
72,E_only,2.0,0.0,300,200,0.6,0.13692946058091288,0.6933333333333334,0.8630705394190872,0.7689463955637708,0.44999999999999996,33
72,E_only,2.5,0.0,233,267,0.466,0.10880829015544041,0.7381974248927039,0.7136929460580913,0.7257383966244727,0.65,21
72,E_only,3.0,0.0,173,327,0.346,0.09210526315789473,0.7976878612716763,0.5726141078838174,0.6666666666666667,0.7666666666666666,14
72,E_only,4.0,0.0,79,421,0.158,0.04285714285714286,0.8481012658227848,0.27800829875518673,0.41875,0.95,3
72,E_only,5.0,0.0,41,459,0.082,0.05714285714285714,0.8048780487804879,0.13692946058091288,0.2340425531914894,0.9666666666666667,2
72,RV_only,0.0,0.01,79,421,0.158,0.016666666666666666,0.7468354430379747,0.24481327800829875,0.36874999999999997,0.9833333333333333,1
72,RV_only,0.0,0.05,195,305,0.39,0.05405405405405406,0.717948717948718,0.5809128630705395,0.6422018348623854,0.8666666666666667,8
72,RV_only,0.0,0.1,301,199,0.602,0.06763285024154589,0.6411960132890365,0.8008298755186722,0.7121771217712177,0.7666666666666666,14
72,RV_only,0.0,0.15,376,124,0.752,0.0967741935483871,0.5957446808510638,0.9294605809128631,0.7260940032414911,0.6,24
72,RV_only,0.0,0.2,426,74,0.852,0.11235955056179775,0.5563380281690141,0.983402489626556,0.7106446776611695,0.5,30
72,RV_only,0.0,0.3,464,36,0.928,0.14840989399293286,0.5193965517241379,1.0,0.6836879432624113,0.30000000000000004,42
72,RV_only,0.0,0.5,485,15,0.97,0.16896551724137931,0.49690721649484537,1.0,0.6639118457300276,0.18333333333333335,49
72,E+RV,1.0,0.01,78,422,0.156,0.016666666666666666,0.7564102564102564,0.24481327800829875,0.36990595611285265,0.9833333333333333,1
72,E+RV,1.0,0.05,186,314,0.372,0.05442176870748299,0.7473118279569892,0.5767634854771784,0.6510538641686183,0.8666666666666667,8
72,E+RV,1.0,0.1,279,221,0.558,0.06341463414634146,0.6881720430107527,0.7966804979253111,0.7384615384615384,0.7833333333333333,13
72,E+RV,1.0,0.15,342,158,0.684,0.08979591836734693,0.652046783625731,0.9253112033195021,0.765008576329331,0.6333333333333333,22
72,E+RV,1.0,0.2,383,117,0.766,0.10606060606060606,0.6161879895561357,0.979253112033195,0.7564102564102563,0.5333333333333333,28
72,E+RV,1.0,0.3,410,90,0.82,0.1366906474820144,0.5853658536585366,0.995850622406639,0.7373271889400921,0.3666666666666667,38
72,E+RV,1.0,0.5,428,72,0.856,0.15789473684210525,0.5607476635514018,0.995850622406639,0.7174887892376681,0.25,45
72,E+RV,1.5,0.01,73,427,0.146,0.016666666666666666,0.8082191780821918,0.24481327800829875,0.37579617834394907,0.9833333333333333,1
72,E+RV,1.5,0.05,174,326,0.348,0.0547945205479452,0.7931034482758621,0.5726141078838174,0.6650602409638554,0.8666666666666667,8
72,E+RV,1.5,0.1,253,247,0.506,0.06435643564356436,0.7470355731225297,0.7842323651452282,0.7651821862348177,0.7833333333333333,13
72,E+RV,1.5,0.15,308,192,0.616,0.09205020920502092,0.7045454545454546,0.9004149377593361,0.790528233151184,0.6333333333333333,22
72,E+RV,1.5,0.2,338,162,0.676,0.10505836575875487,0.6804733727810651,0.9543568464730291,0.7944732297063903,0.55,27
72,E+RV,1.5,0.3,357,143,0.714,0.12686567164179105,0.6554621848739496,0.970954356846473,0.7826086956521738,0.43333333333333335,34
72,E+RV,1.5,0.5,372,128,0.744,0.14909090909090908,0.6290322580645161,0.970954356846473,0.763458401305057,0.31666666666666665,41
72,E+RV,2.0,0.01,63,437,0.126,0.017857142857142856,0.873015873015873,0.22821576763485477,0.36184210526315785,0.9833333333333333,1
72,E+RV,2.0,0.05,147,353,0.294,0.04580152671755725,0.8503401360544217,0.5186721991701245,0.6443298969072165,0.9,6
72,E+RV,2.0,0.1,204,296,0.408,0.04519774011299435,0.8284313725490197,0.7012448132780082,0.7595505617977529,0.8666666666666667,8
72,E+RV,2.0,0.15,247,253,0.494,0.06310679611650485,0.7813765182186235,0.8008298755186722,0.7909836065573771,0.7833333333333333,13
72,E+RV,2.0,0.2,270,230,0.54,0.08071748878923767,0.7592592592592593,0.8506224066390041,0.802348336594912,0.7,18
72,E+RV,2.0,0.3,286,214,0.572,0.10344827586206896,0.7272727272727273,0.8630705394190872,0.7893738140417458,0.6,24
72,E+RV,2.0,0.5,295,205,0.59,0.12236286919831224,0.7050847457627119,0.8630705394190872,0.7761194029850746,0.5166666666666666,29
72,E+RV,2.5,0.01,50,450,0.1,0.022727272727272728,0.86,0.17842323651452283,0.29553264604811,0.9833333333333333,1
72,E+RV,2.5,0.05,120,380,0.24,0.04672897196261682,0.85,0.42323651452282157,0.5650969529085873,0.9166666666666666,5
72,E+RV,2.5,0.1,165,335,0.33,0.0410958904109589,0.8484848484848485,0.5809128630705395,0.6896551724137931,0.9,6
72,E+RV,2.5,0.15,196,304,0.392,0.05917159763313609,0.8112244897959183,0.6597510373443983,0.7276887871853546,0.8333333333333334,10
72,E+RV,2.5,0.2,212,288,0.424,0.06629834254143646,0.7971698113207547,0.7012448132780082,0.7461368653421634,0.8,12
72,E+RV,2.5,0.3,225,275,0.45,0.08994708994708994,0.7644444444444445,0.7136929460580913,0.7381974248927038,0.7166666666666667,17
72,E+RV,2.5,0.5,230,270,0.46,0.09947643979057591,0.7478260869565218,0.7136929460580913,0.7303609341825902,0.6833333333333333,19
72,E+RV,3.0,0.01,40,460,0.08,0.02702702702702703,0.9,0.14937759336099585,0.2562277580071174,0.9833333333333333,1
72,E+RV,3.0,0.05,93,407,0.186,0.047058823529411764,0.8709677419354839,0.3360995850622407,0.4850299401197605,0.9333333333333333,4
72,E+RV,3.0,0.1,124,376,0.248,0.043478260869565216,0.8870967741935484,0.45643153526970953,0.6027397260273972,0.9166666666666666,5
72,E+RV,3.0,0.15,148,352,0.296,0.05925925925925926,0.8581081081081081,0.5269709543568465,0.652956298200514,0.8666666666666667,8
72,E+RV,3.0,0.2,160,340,0.32,0.06896551724137931,0.84375,0.5601659751037344,0.6733167082294265,0.8333333333333334,10
72,E+RV,3.0,0.3,167,333,0.334,0.08,0.8263473053892215,0.5726141078838174,0.6764705882352942,0.8,12
72,E+RV,3.0,0.5,170,330,0.34,0.08,0.8117647058823529,0.5726141078838174,0.6715328467153284,0.8,12
72,E+RV,4.0,0.01,20,480,0.04,0.0,0.9,0.07468879668049792,0.13793103448275862,1.0,0
72,E+RV,4.0,0.05,47,453,0.094,0.0,0.9148936170212766,0.17842323651452283,0.29861111111111116,1.0,0
72,E+RV,4.0,0.1,59,441,0.118,0.0,0.9152542372881356,0.22406639004149378,0.36,1.0,0
72,E+RV,4.0,0.15,71,429,0.142,0.015384615384615385,0.9014084507042254,0.26556016597510373,0.41025641025641024,0.9833333333333333,1
72,E+RV,4.0,0.2,73,427,0.146,0.015151515151515152,0.8904109589041096,0.2697095435684647,0.4140127388535032,0.9833333333333333,1
72,E+RV,4.0,0.3,76,424,0.152,0.028985507246376812,0.881578947368421,0.27800829875518673,0.4227129337539432,0.9666666666666667,2
72,E+RV,4.0,0.5,77,423,0.154,0.028985507246376812,0.8701298701298701,0.27800829875518673,0.4213836477987421,0.9666666666666667,2
72,E+RV,5.0,0.01,12,488,0.024,0.0,0.8333333333333334,0.04149377593360996,0.07905138339920949,1.0,0
72,E+RV,5.0,0.05,23,477,0.046,0.0,0.8695652173913043,0.08298755186721991,0.1515151515151515,1.0,0
72,E+RV,5.0,0.1,31,469,0.062,0.0,0.8709677419354839,0.11203319502074689,0.19852941176470587,1.0,0
72,E+RV,5.0,0.15,38,462,0.076,0.030303030303030304,0.8421052631578947,0.13278008298755187,0.22939068100358423,0.9833333333333333,1
72,E+RV,5.0,0.2,38,462,0.076,0.030303030303030304,0.8421052631578947,0.13278008298755187,0.22939068100358423,0.9833333333333333,1
72,E+RV,5.0,0.3,40,460,0.08,0.05714285714285714,0.825,0.13692946058091288,0.23487544483985767,0.9666666666666667,2
72,E+RV,5.0,0.5,41,459,0.082,0.05714285714285714,0.8048780487804879,0.13692946058091288,0.2340425531914894,0.9666666666666667,2
73,none,0.0,0.0,500,0,1.0,0.1978798586572438,0.454,1.0,0.624484181568088,0.0,56
73,E_only,1.0,0.0,431,69,0.862,0.18345323741007194,0.5266821345707656,1.0,0.6899696048632218,0.0892857142857143,51
73,E_only,1.5,0.0,356,144,0.712,0.1532567049808429,0.6207865168539326,0.973568281938326,0.7581475128644941,0.2857142857142857,40
73,E_only,2.0,0.0,292,208,0.584,0.1282051282051282,0.6986301369863014,0.8986784140969163,0.7861271676300579,0.4642857142857143,30
73,E_only,2.5,0.0,227,273,0.454,0.1256544502617801,0.73568281938326,0.73568281938326,0.73568281938326,0.5714285714285714,24
73,E_only,3.0,0.0,171,329,0.342,0.12080536912751678,0.7660818713450293,0.5770925110132159,0.6582914572864322,0.6785714285714286,18
73,E_only,4.0,0.0,76,424,0.152,0.04285714285714286,0.881578947368421,0.29515418502202645,0.4422442244224422,0.9464285714285714,3
73,E_only,5.0,0.0,33,467,0.066,0.03333333333333333,0.8787878787878788,0.1277533039647577,0.22307692307692306,0.9821428571428571,1
73,RV_only,0.0,0.01,81,419,0.162,0.08196721311475409,0.691358024691358,0.24669603524229075,0.36363636363636365,0.9107142857142857,5
73,RV_only,0.0,0.05,206,294,0.412,0.07586206896551724,0.6504854368932039,0.5903083700440529,0.6189376443418014,0.8035714285714286,11
73,RV_only,0.0,0.1,318,182,0.636,0.09216589861751152,0.6194968553459119,0.8678414096916299,0.7229357798165136,0.6428571428571428,20
73,RV_only,0.0,0.15,381,119,0.762,0.09282700421940929,0.5643044619422573,0.947136563876652,0.7072368421052632,0.6071428571428572,22
73,RV_only,0.0,0.2,418,82,0.836,0.112,0.5311004784688995,0.9779735682819384,0.6883720930232559,0.5,28
73,RV_only,0.0,0.3,450,50,0.9,0.14393939393939395,0.5022222222222222,0.9955947136563876,0.6676514032496307,0.3214285714285714,38
73,RV_only,0.0,0.5,488,12,0.976,0.17753623188405798,0.4651639344262295,1.0,0.634965034965035,0.125,49
73,E+RV,1.0,0.01,76,424,0.152,0.08196721311475409,0.7368421052631579,0.24669603524229075,0.36963696369636967,0.9107142857142857,5
73,E+RV,1.0,0.05,187,313,0.374,0.06944444444444445,0.7165775401069518,0.5903083700440529,0.6473429951690822,0.8214285714285714,10
73,E+RV,1.0,0.1,284,216,0.568,0.08796296296296297,0.6936619718309859,0.8678414096916299,0.7710371819960861,0.6607142857142857,19
73,E+RV,1.0,0.15,334,166,0.668,0.08898305084745763,0.6437125748502994,0.947136563876652,0.7664884135472371,0.625,21
73,E+RV,1.0,0.2,364,136,0.728,0.10483870967741936,0.6098901098901099,0.9779735682819384,0.751269035532995,0.5357142857142857,26
73,E+RV,1.0,0.3,389,111,0.778,0.13409961685823754,0.5809768637532133,0.9955947136563876,0.7337662337662336,0.375,35
73,E+RV,1.0,0.5,422,78,0.844,0.16544117647058823,0.5379146919431279,1.0,0.6995377503852079,0.1964285714285714,45
73,E+RV,1.5,0.01,70,430,0.14,0.06779661016949153,0.7857142857142857,0.2422907488986784,0.3703703703703704,0.9285714285714286,4
73,E+RV,1.5,0.05,168,332,0.336,0.05673758865248227,0.7916666666666666,0.5859030837004405,0.6734177215189873,0.8571428571428572,8
73,E+RV,1.5,0.1,254,246,0.508,0.06698564593301436,0.7677165354330708,0.8590308370044053,0.8108108108108107,0.75,14
73,E+RV,1.5,0.15,290,210,0.58,0.07017543859649122,0.7310344827586207,0.933920704845815,0.8201160541586074,0.7142857142857143,16
73,E+RV,1.5,0.2,307,193,0.614,0.08085106382978724,0.7035830618892508,0.9515418502202643,0.8089887640449438,0.6607142857142857,19
73,E+RV,1.5,0.3,328,172,0.656,0.11290322580645161,0.6707317073170732,0.9691629955947136,0.7927927927927928,0.5,28
73,E+RV,1.5,0.5,350,150,0.7,0.14007782101167315,0.6314285714285715,0.973568281938326,0.7660311958405547,0.3571428571428571,36
73,E+RV,2.0,0.01,62,438,0.124,0.05454545454545454,0.8387096774193549,0.2290748898678414,0.3598615916955017,0.9464285714285714,3
73,E+RV,2.0,0.05,145,355,0.29,0.0546875,0.8344827586206897,0.5330396475770925,0.6505376344086021,0.875,7
73,E+RV,2.0,0.1,217,283,0.434,0.047872340425531915,0.8248847926267281,0.788546255506608,0.8063063063063063,0.8392857142857143,9
73,E+RV,2.0,0.15,243,257,0.486,0.04878048780487805,0.8024691358024691,0.8590308370044053,0.8297872340425532,0.8214285714285714,10
73,E+RV,2.0,0.2,255,245,0.51,0.05687203791469194,0.7803921568627451,0.8766519823788547,0.8257261410788382,0.7857142857142857,12
73,E+RV,2.0,0.3,272,228,0.544,0.09375,0.7463235294117647,0.8942731277533039,0.8136272545090181,0.625,21
73,E+RV,2.0,0.5,287,213,0.574,0.11304347826086956,0.710801393728223,0.8986784140969163,0.7937743190661479,0.5357142857142857,26
73,E+RV,2.5,0.01,49,451,0.098,0.06521739130434782,0.8775510204081632,0.1894273127753304,0.3115942028985507,0.9464285714285714,3
73,E+RV,2.5,0.05,118,382,0.236,0.056074766355140186,0.8559322033898306,0.44493392070484583,0.5855072463768116,0.8928571428571429,6
73,E+RV,2.5,0.1,171,329,0.342,0.0457516339869281,0.8538011695906432,0.6431718061674009,0.7336683417085427,0.875,7
73,E+RV,2.5,0.15,190,310,0.38,0.04790419161676647,0.8368421052631579,0.7004405286343612,0.762589928057554,0.8571428571428572,8
73,E+RV,2.5,0.2,199,301,0.398,0.057803468208092484,0.8190954773869347,0.7180616740088106,0.7652582159624413,0.8214285714285714,10
73,E+RV,2.5,0.3,213,287,0.426,0.09782608695652174,0.7793427230046949,0.7312775330396476,0.7545454545454546,0.6785714285714286,18
73,E+RV,2.5,0.5,225,275,0.45,0.12105263157894737,0.7422222222222222,0.73568281938326,0.7389380530973452,0.5892857142857143,23
73,E+RV,3.0,0.01,38,462,0.076,0.05555555555555555,0.8947368421052632,0.14977973568281938,0.2566037735849057,0.9642857142857143,2
73,E+RV,3.0,0.05,93,407,0.186,0.05813953488372093,0.8709677419354839,0.3568281938325991,0.50625,0.9107142857142857,5
73,E+RV,3.0,0.1,133,367,0.266,0.040983606557377046,0.8796992481203008,0.5154185022026432,0.65,0.9107142857142857,5
73,E+RV,3.0,0.15,146,354,0.292,0.04580152671755725,0.8561643835616438,0.5506607929515418,0.6702412868632707,0.8928571428571429,6
73,E+RV,3.0,0.2,151,349,0.302,0.05185185185185185,0.847682119205298,0.5638766519823789,0.6772486772486773,0.875,7
73,E+RV,3.0,0.3,161,339,0.322,0.09722222222222222,0.8074534161490683,0.5726872246696035,0.6701030927835051,0.75,14
73,E+RV,3.0,0.5,169,331,0.338,0.11486486486486487,0.7751479289940828,0.5770925110132159,0.6616161616161617,0.6964285714285714,17
73,E+RV,4.0,0.01,21,479,0.042,0.047619047619047616,0.9523809523809523,0.0881057268722467,0.16129032258064516,0.9821428571428571,1
73,E+RV,4.0,0.05,42,458,0.084,0.024390243902439025,0.9523809523809523,0.1762114537444934,0.29739776951672864,0.9821428571428571,1
73,E+RV,4.0,0.1,63,437,0.126,0.016666666666666666,0.9365079365079365,0.2599118942731278,0.40689655172413797,0.9821428571428571,1
73,E+RV,4.0,0.15,68,432,0.136,0.015384615384615385,0.9411764705882353,0.28193832599118945,0.4338983050847458,0.9821428571428571,1
73,E+RV,4.0,0.2,71,429,0.142,0.014925373134328358,0.9295774647887324,0.2907488986784141,0.44295302013422816,0.9821428571428571,1
73,E+RV,4.0,0.3,72,428,0.144,0.029411764705882353,0.9166666666666666,0.2907488986784141,0.4414715719063545,0.9642857142857143,2
73,E+RV,4.0,0.5,74,426,0.148,0.028985507246376812,0.9054054054054054,0.29515418502202645,0.4451827242524917,0.9642857142857143,2
73,E+RV,5.0,0.01,10,490,0.02,0.1,0.9,0.039647577092511016,0.0759493670886076,0.9821428571428571,1
73,E+RV,5.0,0.05,19,481,0.038,0.05263157894736842,0.9473684210526315,0.07929515418502203,0.14634146341463414,0.9821428571428571,1
73,E+RV,5.0,0.1,29,471,0.058,0.03571428571428571,0.9310344827586207,0.11894273127753303,0.2109375,0.9821428571428571,1
73,E+RV,5.0,0.15,31,469,0.062,0.03333333333333333,0.9354838709677419,0.1277533039647577,0.2248062015503876,0.9821428571428571,1
